title,movie_id,avg_user_rating,popularity,positive_count,neutral_count,negative_count,total_reviews,genre_utama,ringkasan_film,positive_percentage,neutral_percentage,negative_percentage,rating_norm,popularity_norm,sentiment_norm,final_score
The Hangover,18785.0,6.524242424242424,23.947351,16,10,7,33,Comedy,"Ketika tiga orang teman akhirnya sadar setelah malam pesta bujangan yang riuh, mereka menemukan seorang bayi di lemari dan seekor harimau di kamar mandi.Tapi sepertinya mereka tidak bisa menemukan sahabat mereka, Doug – yang seharusnya menikah.Meluncurkan pencarian Doug dengan panik, ketiganya bertahan melewati mabuk berat untuk mencoba tiba di gereja tepat waktu.",48.48,30.3,21.21,0.29578954792298484,0.0437403887671769,0.4332856671433286,0.2866285518579264
Fast & Furious 6,82992.0,6.463636363636364,1.657637,17,10,6,33,Action,"Hobbs menyuruh Dominic dan Brian mengumpulkan kembali kru mereka untuk mengalahkan tim tentara bayaran: Dominic tiba-tiba berbelit-belit juga menghadapi pacarnya yang diduga sudah meninggal, Letty.",51.52,30.3,18.18,0.2816841808308064,0.003027712201439601,0.4667253327466726,0.28146523267969287
Sherlock Holmes,10528.0,6.540625,15.68604,15,11,6,32,Action,"Detektif konsultan eksentrik, Sherlock Holmes dan Dokter John Watson berjuang untuk menjatuhkan musuh baru dan mengungkap plot mematikan yang dapat menghancurkan Inggris.",46.88,34.38,18.75,0.2996024049650894,0.02865091374062574,0.41568584314156865,0.28023713817314044
Silver Linings Playbook,82693.0,6.496969696969697,14.488111,16,11,6,33,Drama,"Setelah menghabiskan delapan bulan di rumah sakit jiwa, seorang mantan guru tinggal kembali bersama orang tuanya dan mencoba berdamai dengan mantan istrinya.",48.48,33.33,18.18,0.28944213273150443,0.026462868800896273,0.4332856671433286,0.2799993402689301
Iron Man 2,10138.0,6.545454545454546,19.083344,15,12,6,33,Adventure,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",45.45,36.36,18.18,0.3007264264052474,0.034856167829910405,0.3999560004399957,0.27732124690060445
Iron Man 3,68721.0,6.412121212121212,23.721243,15,11,7,33,Action,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",45.45,33.33,21.21,0.2696946188024545,0.04332739729169518,0.3999560004399957,0.26349958899156495
Thor: The Dark World,76338.0,6.357575757575758,34.905447,15,11,7,33,Action,"Thor berjuang untuk memulihkan ketertiban di seluruh kosmos… tetapi ras kuno yang dipimpin oleh Malekith yang pendendam kembali untuk menjerumuskan alam semesta kembali ke dalam kegelapan.Menghadapi musuh yang bahkan Odin dan Asgard tidak bisa menahannya, Thor harus memulai perjalanan paling berbahaya dan pribadinya, perjalanan yang akan mempertemukannya kembali dengan Jane Foster dan memaksanya mengorbankan segalanya demi menyelamatkan kita semua.",45.45,33.33,21.21,0.2569997884194939,0.06375560377730669,0.3999560004399957,0.261237815097207
Star Trek Into Darkness,54138.0,6.3478260869565215,15.78129,11,8,4,23,Action,"Ketika kru Enterprise dipanggil kembali ke rumah, mereka menemukan kekuatan teror yang tak terhentikan dari dalam organisasi mereka telah meledakkan armada dan semua yang dimilikinya, meninggalkan dunia kita dalam keadaan krisis.Dengan masalah pribadi yang harus diselesaikan, Kapten Kirk memimpin perburuan ke dunia zona perang untuk menangkap senjata pemusnah massal yang dimiliki oleh satu orang.Saat para pahlawan kita terdorong ke dalam permainan catur epik antara hidup dan mati, cinta akan ditantang, persahabatan akan terkoyak, dan pengorbanan harus dilakukan demi satu-satunya keluarga yang tersisa dari Kirk: krunya.",47.83,34.78,17.39,0.25473066414814327,0.02882489006185115,0.42613573864261356,0.2609710316792259
Charlie and the Chocolate Factory,118.0,6.304347826086956,22.038405,11,9,3,23,Adventure,"Seorang anak laki-laki memenangkan tur melalui pabrik coklat paling megah di dunia, dipimpin oleh pembuat permen paling tidak biasa di dunia.",47.83,39.13,13.04,0.24461159645158026,0.040253654882683905,0.42613573864261356,0.25819725079511097
The Great Gatsby,64682.0,6.269565217391304,17.598936,11,7,5,23,Drama,"Sebuah adaptasi dari novel berlatar Long Island karya F. Scott Fitzgerald, di mana orang Midwestern Nick Carraway terpikat ke dunia mewah tetangganya, Jay Gatsby.Namun, tak lama kemudian, Carraway akan melihat melalui celah-celah kehidupan Gatsby sebagai orang kaya baru, di mana obsesi, kegilaan, dan tragedi menunggu.",47.83,30.43,21.74,0.23651634229432994,0.0321448623911958,0.42613573864261356,0.2525278652181882
The Fate of the Furious,337339.0,6.243478260869565,48.57328699999999,10,9,4,23,Action,"Ketika seorang wanita misterius merayu Dom ke dunia kejahatan dan pengkhianatan terhadap orang-orang terdekatnya, para kru menghadapi cobaan yang akan menguji mereka lebih dari sebelumnya.",43.48,39.13,17.39,0.2304449016763923,0.08872022868331698,0.3782862171378286,0.2464523617162081
Thor,10195.0,6.321212121212121,29.158489,14,12,7,33,Adventure,"Bertentangan dengan keinginan ayahnya, Odin, The Mighty Thor - dewa pejuang yang kuat namun arogan - dengan ceroboh menyalakan kembali perang kuno.Thor dibuang ke Bumi dan dipaksa hidup di antara manusia sebagai hukuman.Sesampainya di sini, Thor belajar apa yang diperlukan untuk menjadi pahlawan sejati ketika penjahat paling berbahaya di dunianya mengirimkan kekuatan tergelap Asgard untuk menyerang Bumi.",42.42,36.36,21.21,0.24853656816418668,0.05325865247991109,0.3666263337366627,0.24490791469907436
Pacific Rim,68726.0,6.306060606060606,33.949359,14,12,7,33,Action,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",42.42,36.36,21.21,0.24501022639114178,0.06200928700032234,0.3666263337366627,0.24489487071663416
300,1271.0,6.6000000000000005,18.108408,1,1,1,3,Action,"Berdasarkan novel grafis Frank Miller, ""300"" secara longgar didasarkan pada tahun 480 SM.Pertempuran Thermopylae, dimana Raja Sparta memimpin pasukannya melawan serangan Persia;Pertempuran ini dikatakan telah menginspirasi seluruh Yunani untuk bersatu melawan Persia, dan membantu mewujudkan demokrasi pertama di dunia.",33.33,33.33,33.33,0.3134212567882082,0.0330754247463386,0.26663733362666375,0.24331691343137093
The Hunger Games: Mockingjay - Part 1,131631.0,5.953125,147.098006,13,11,8,32,Science Fiction,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,40.62,34.38,25.0,0.16286850271528341,0.2686778996690081,0.34682653173468264,0.23921779081184813
Ted,72105.0,6.133333333333333,19.638605,13,8,6,27,Comedy,"John Bennett, seorang pria yang keinginan masa kecilnya untuk menghidupkan boneka beruangnya menjadi kenyataan, kini harus memutuskan antara mempertahankan hubungan dengan beruang tersebut atau pacarnya, Lori.",48.15,29.63,22.22,0.20480993017843296,0.035870364849332356,0.42965570344296555,0.2384757490919726
Passengers,274870.0,6.260869565217392,20.303632,10,8,5,23,Adventure,"Sebuah pesawat ruang angkasa yang melakukan perjalanan ke planet koloni yang jauh dan mengangkut ribuan orang mengalami kerusakan pada ruang tidurnya.Akibatnya, dua penumpang terbangun 90 tahun lebih awal.",43.48,34.78,21.74,0.23449252875501747,0.03708505199868217,0.3782862171378286,0.23814913991859374
I Am Legend,6479.0,6.278787878787878,11.379355,14,12,7,33,Drama,"Robert Neville adalah seorang ilmuwan yang tidak mampu menghentikan penyebaran virus mengerikan yang tidak dapat disembuhkan dan disebabkan oleh manusia.Kebal, Neville kini menjadi manusia terakhir yang selamat di New York City dan mungkin dunia yang tersisa.Selama tiga tahun, Neville dengan setia mengirimkan pesan radio setiap hari, putus asa mencari korban selamat lainnya yang mungkin ada di luar sana.Tapi dia tidak sendirian.",42.42,36.36,21.21,0.2386628111996616,0.020784654286802675,0.3666263337366627,0.23347623657819014
Suicide Squad,297761.0,6.165625,42.965027,12,12,8,32,Action,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",37.5,37.5,25.0,0.21232544608223458,0.07847661248094841,0.31250687493125073,0.2156101080166822
Men in Black 3,41154.0,6.208695652173914,10.684385,9,9,5,23,Action,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",39.13,39.13,21.74,0.2223496475191422,0.019515275557542604,0.33043669563304373,0.21420888756099274
Prometheus,70981.0,6.160606060606061,16.624854,13,12,8,33,Science Fiction,"Sebuah tim penjelajah menemukan petunjuk asal usul umat manusia di Bumi, membawa mereka dalam perjalanan ke sudut paling gelap di alam semesta.Di sana, mereka harus melakukan pertempuran yang mengerikan untuk menyelamatkan masa depan umat manusia.",39.39,36.36,24.24,0.2111573453699136,0.03036567915831509,0.3332966670333297,0.21164080862661871
Pirates of the Caribbean: On Stranger Tides,1865.0,6.124242424242424,27.88772,13,12,8,33,Adventure,"Kapten Jack Sparrow bertemu dengan seorang wanita dari masa lalunya, dan dia tidak yakin apakah itu cinta -- atau apakah wanita itu penipu kejam yang memanfaatkannya untuk menemukan Air Mancur Awet Muda yang terkenal.Ketika dia memaksanya menaiki Queen Anne's Revenge, kapal bajak laut tangguh Blackbeard, Jack menemukan dirinya dalam petualangan tak terduga di mana dia tidak tahu siapa yang harus lebih ditakuti: Blackbeard atau wanita dari masa lalunya.",39.39,36.36,24.24,0.20269412511460616,0.050937563600674446,0.3332966670333297,0.21152357538743685
Man of Steel,49521.0,6.121212121212121,18.538834,13,11,9,33,Action,"Seorang anak laki-laki mengetahui bahwa dia memiliki kekuatan luar biasa dan bukan berasal dari bumi ini.Sebagai seorang pemuda, dia melakukan perjalanan untuk mencari tahu dari mana dia berasal dan untuk apa dia dikirim ke sini.Namun pahlawan dalam dirinya harus muncul jika ingin menyelamatkan dunia dari kehancuran dan menjadi simbol harapan bagi seluruh umat manusia.",39.39,33.33,27.27,0.20198885675999723,0.03386160775987947,0.3332966670333297,0.20775575004197339
Transformers,1858.0,6.165217391304348,5.587707,9,9,5,23,Adventure,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",39.13,39.13,21.74,0.2122305798225792,0.010206075673968104,0.33043669563304373,0.20728751373599635
Oblivion,75612.0,6.112121212121211,14.654053,13,12,8,33,Action,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",39.39,36.36,24.24,0.19987305169617042,0.02676596569010138,0.3332966670333297,0.20527871909610437
Lucy,240832.0,6.006060606060606,36.447603,13,13,7,33,Action,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",39.39,39.39,21.21,0.17518865928485794,0.0665723872695449,0.3332966670333297,0.20089780720633685
Batman v Superman: Dawn of Justice,209112.0,6.148484848484848,31.435879000000003,11,14,8,33,Action,"Khawatir akan tindakan Pahlawan Super yang bagaikan dewa yang tidak terkendali, pasukan Kota Gotham yang tangguh dan penuh kekerasan menghadapi penyelamat Metropolis yang paling dihormati di zaman modern, sementara dunia bergulat dengan pahlawan seperti apa yang benar-benar dibutuhkannya.Dan ketika Batman dan Superman saling berperang, ancaman baru segera muncul, menempatkan umat manusia dalam bahaya yang lebih besar daripada yang pernah diketahui sebelumnya.",33.33,42.42,24.24,0.20833627195147764,0.05741835782579595,0.26663733362666375,0.19564300762889714
The Amazing Spider-Man 2,102382.0,6.0826086956521745,26.23687,8,8,7,23,Action,"Bagi Peter Parker, hidup ini sibuk.Antara memerankan orang jahat sebagai Spider-Man dan menghabiskan waktu bersama orang yang dicintainya, Gwen Stacy, kelulusan sekolah menengah tidak bisa datang cukup cepat.Peter tidak melupakan janji yang dia buat kepada ayah Gwen untuk melindunginya dengan menjauh, tapi itu adalah janji yang tidak bisa dia tepati.Segalanya akan berubah bagi Peter ketika penjahat baru, Electro, muncul, teman lama, Harry Osborn, kembali, dan Peter mengungkap petunjuk baru tentang masa lalunya.",34.78,34.78,30.43,0.19300435119910975,0.047922248011225986,0.2825871741282588,0.1908627774402777
La vita è bella,637.0,6.033333333333334,39.39497,1,1,1,3,Comedy,"Sebuah kisah menyentuh tentang seorang penjual buku Italia keturunan Yahudi yang hidup dalam dongeng kecilnya sendiri.Kehidupan kreatif dan bahagianya tiba-tiba terhenti ketika seluruh keluarganya dideportasi ke kamp konsentrasi selama Perang Dunia II.Saat dikurung, dia mencoba meyakinkan putranya bahwa semua ini hanyalah permainan.",33.33,33.33,33.33,0.18153607447633857,0.07195582105391411,0.26663733362666375,0.18515040153695123
Alice in Wonderland,12155.0,6.034782608695653,17.285093,8,8,7,23,Family,"Alice, seorang remaja berusia 19 tahun yang bersahaja dan individual, bertunangan dengan seorang bangsawan Inggris yang bodoh.Di pesta pertunangannya, dia melarikan diri dari kerumunan untuk mempertimbangkan apakah akan melanjutkan pernikahannya dan terjatuh ke dalam lubang di taman setelah melihat kelinci yang tidak biasa.Sesampainya di tempat yang aneh dan nyata bernama 'Underland,' dia menemukan dirinya berada di dunia yang menyerupai mimpi buruk yang dia alami saat kecil, penuh dengan binatang yang bisa berbicara, ratu dan ksatria yang jahat, dan bandersnatch yang banyak jumlahnya.Alice menyadari bahwa dia ada di sana karena suatu alasan – untuk menaklukkan Jabberwocky yang mengerikan dan mengembalikan ratu yang sah ke singgasananya.",34.78,34.78,30.43,0.1818733767328906,0.031571620915265663,0.2825871741282588,0.18202716478797606
Pirates of the Caribbean: At World's End,285.0,6.0,31.363664,7,7,7,21,Adventure,"Kapten Barbossa, yang lama diyakini telah mati, telah hidup kembali dan menuju ke ujung bumi bersama Will Turner dan Elizabeth Swann.Tapi tidak ada yang seperti kelihatannya.",33.33,33.33,33.33,0.1737781225756403,0.057286455463199694,0.26663733362666375,0.1783375524684592
Divergent,157350.0,6.068181818181818,21.572585,7,9,6,22,Adventure,"Di dunia yang terbagi menjadi faksi berdasarkan tipe kepribadian, Tris mengetahui bahwa dia telah diklasifikasikan sebagai Divergen dan tidak akan cocok. Saat dia menemukan rencana untuk menghancurkan Divergen, Tris dan Empat misterius harus mencari tahu apa yang membuat Divergen berbahaya sebelum terlambat.",31.82,40.91,27.27,0.1896466605543412,0.03940282391204643,0.25002749972500277,0.1777121449770807
"I, Robot",2048.0,6.0,14.430749999999998,1,1,1,3,Action,"Pada tahun 2035, ketika robot adalah hal biasa dan mematuhi tiga hukum robotika, seorang polisi yang fobia teknologi menyelidiki sebuah kasus bunuh diri.Mencurigai bahwa robot mungkin bertanggung jawab atas kematian tersebut, penyelidikannya membuat dia percaya bahwa umat manusia mungkin berada dalam bahaya.",33.33,33.33,33.33,0.1737781225756403,0.026358097611795896,0.26663733362666375,0.17215188089817846
X-Men: Apocalypse,36668.0,5.806060606060606,3.3992683636363634,13,10,10,33,Adventure,"Ketika obat ditemukan untuk mengatasi mutasi, garis muncul di antara X-Men dan The Brotherhood, sekelompok mutan kuat yang diorganisir di bawah mantan sekutu Xavier, Magneto.",39.39,30.3,30.3,0.1286409478806687,0.006208842044759765,0.3332966670333297,0.1655512424592852
Spectre,206647.0,5.9913043478260875,24.926577,7,8,8,23,Action,"Pesan samar dari masa lalu Bond mengirimnya ke jalur untuk mengungkap organisasi jahat.Saat M melawan kekuatan politik untuk menjaga dinas rahasia tetap hidup, Bond mengupas lapisan penipuan untuk mengungkap kebenaran mengerikan di balik SPECTER.",30.43,34.78,34.78,0.17175430903632782,0.045528967634665324,0.2347376526234738,0.16540424383213911
Harry Potter and the Philosopher's Stone,671.0,5.833333333333333,38.187238,1,1,1,3,Adventure,"Harry Potter tinggal di bawah tangga di rumah bibi dan pamannya sepanjang hidupnya.Namun pada ulang tahunnya yang ke-11, dia mengetahui bahwa dia adalah seorang penyihir yang kuat -- dan tempat menunggunya di Sekolah Sihir Hogwarts.Saat dia belajar memanfaatkan kekuatan barunya dengan bantuan kepala sekolah yang baik hati, Harry mengungkap kebenaran tentang kematian orang tuanya -- dan tentang penjahat yang harus disalahkan.",33.33,33.33,33.33,0.13498836307214912,0.06974987070865211,0.26663733362666375,0.1614353557658041
Star Wars: Episode II - Attack of the Clones,1894.0,5.908695652173913,14.072511,6,9,8,23,Adventure,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",26.09,39.13,34.78,0.15252808041285815,0.025703765818205673,0.18699813001869986,0.13750423237568016
X-Men Origins: Wolverine,2080.0,5.878260869565217,1.456541,6,9,8,23,Adventure,"Setelah berusaha menjalani kehidupan normal, Logan bertekad membalas kematian pacarnya dengan menjalani program mutan Weapon X dan menjadi Wolverine.",26.09,39.13,34.78,0.14544473302526395,0.0026604057206716775,0.18699813001869986,0.12935388666237627
Léon,101.0,5.5,20.477329,1,1,1,3,Thriller,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",33.33,33.33,33.33,0.057408844065167,0.03740231357419808,0.26663733362666375,0.11617608483542223
2012,14161.0,5.5,16.698628,1,1,1,3,Action,"Dr. Adrian Helmsley, bagian dari tim geofisika sedunia yang menyelidiki dampak radiasi badai matahari yang belum pernah terjadi sebelumnya terhadap bumi, mengetahui bahwa inti bumi sedang memanas.Ia memperingatkan Presiden AS Thomas Wilson bahwa kerak bumi menjadi tidak stabil dan tanpa persiapan yang tepat untuk menyelamatkan sebagian kecil populasi dunia, seluruh umat manusia akan hancur.Sementara itu, penulis Jackson Curtis menemukan informasi yang sama.Saat para pemimpin dunia berlomba membangun ""bahtera"" untuk menghindari bencana alam yang akan datang, Curtis berjuang menemukan cara untuk menyelamatkan keluarganya.Sementara itu, letusan gunung berapi dan gempa bumi dengan kekuatan yang belum pernah terjadi sebelumnya mendatangkan malapetaka di seluruh dunia.",33.33,33.33,33.33,0.057408844065167,0.030500429070357958,0.26663733362666375,0.11479570793465421
Insurgent,262500.0,5.878260869565217,27.887185999999996,4,11,8,23,Adventure,Beatrice Prior harus menghadapi iblis dalam dirinya dan melanjutkan perjuangannya melawan aliansi kuat yang mengancam akan menghancurkan masyarakatnya.,17.39,47.83,34.78,0.14544473302526395,0.05093658823736174,0.09129908700912993,0.11029941026284332
Star Wars: Episode I - The Phantom Menace,1893.0,5.760869565217392,15.649091,5,9,9,23,Adventure,"Anakin Skywalker, seorang budak muda yang kuat dengan Force, ditemukan di Tatooine.Sementara itu, Sith yang jahat telah kembali, melakukan rencana balas dendam terhadap Jedi.",21.74,39.13,39.13,0.1181232502445444,0.028583425540174744,0.13914860851391486,0.10652289278448161
X-Men: The Last Stand,36668.0,5.712121212121212,0.867943,7,16,10,33,Adventure,"Ketika obat ditemukan untuk mengatasi mutasi, garis muncul di antara X-Men dan The Brotherhood, sekelompok mutan kuat yang diorganisir di bawah mantan sekutu Xavier, Magneto.",21.21,48.48,30.3,0.10677762888779196,0.0015853179020823567,0.13331866681333188,0.09370147806831201
Twilight,8966.0,5.642424242424242,31.282029,5,22,6,33,Adventure,"Ketika Bella Swan pindah ke kota kecil di Pacific Northwest untuk tinggal bersama ayahnya, dia mulai bersekolah dan bertemu dengan Edward Cullen yang penyendiri, teman sekelas misterius yang mengungkapkan dirinya sebagai vampir berusia 108 tahun.Meskipun Edward berulang kali memperingatkan, Bella tetap jatuh cinta padanya, sebuah tindakan fatal yang membahayakan nyawanya sendiri ketika sekelompok pengisap darah mencoba menantang klan Cullen.",15.15,66.67,18.18,0.09055645673178647,0.05713734725340194,0.06665933340666595,0.07670349783857341
Spider-Man 3,559.0,5.615151515151515,27.614265,5,14,14,33,Fantasy,"Spider-Man yang tampaknya tak terkalahkan menghadapi sekelompok penjahat baru – termasuk Sandman yang bisa berubah bentuk.Sementara kekuatan super Spider-Man diubah oleh organisme asing, alter egonya, Peter Parker, berhadapan dengan musuh bebuyutan Eddie Brock dan juga terjebak dalam cinta segitiga.",15.15,42.42,42.42,0.08420904154030628,0.05043809173798999,0.06665933340666595,0.07218993913975093
The Hangover Part II,45243.0,5.659090909090909,21.893532,3,11,8,22,Comedy,"Kru Hangover berangkat ke Thailand untuk menghadiri pernikahan Stu.Setelah bencana pesta bujangan di Las Vegas tahun lalu, Stu bermain aman dengan makan siang pranikah yang lembut.Namun, tidak ada yang berjalan sesuai rencana dan Bangkok adalah tempat yang sempurna untuk petualangan lain bersama kelompok gaduh tersebut.",13.64,50.0,36.36,0.09443543268213572,0.03998904100777694,0.050049499505004966,0.07023037439412474
Terminator Genisys,87101.0,5.53939393939394,30.188198,3,15,15,33,Science Fiction,"Saat itu tahun 2029. John Connor, pemimpin perlawanan melanjutkan perang melawan mesin.Pada serangan Los Angeles, ketakutan John akan masa depan yang tidak diketahui mulai muncul ketika mata-mata TECOM mengungkap plot baru SkyNet yang akan menyerangnya dari kedua sisi;masa lalu dan masa depan, dan pada akhirnya akan mengubah peperangan selamanya.",9.09,45.45,45.45,0.06657733267508315,0.0551394397109105,0.0,0.044316554279723676
Oz: The Great and Powerful,68728.0,5.5,11.137329,4,23,6,33,Fantasy,"Oscar Diggs, seorang ilusionis dan penipu sirkus kecil-kecilan, dibawa dari Kansas ke Negeri Oz di mana penduduknya berasumsi bahwa dia adalah penyihir ramalan yang hebat, di sana untuk menyelamatkan Oz dari cengkeraman kejahatan.",12.12,69.7,18.18,0.057408844065167,0.020342588217291905,0.03332966670333297,0.04277183968704176
2012.0,14161.0,5.253333333333333,16.698628,6,14,10,30,Action,"Dr. Adrian Helmsley, bagian dari tim geofisika sedunia yang menyelidiki dampak radiasi badai matahari yang belum pernah terjadi sebelumnya terhadap bumi, mengetahui bahwa inti bumi sedang memanas.Ia memperingatkan Presiden AS Thomas Wilson bahwa kerak bumi menjadi tidak stabil dan tanpa persiapan yang tepat untuk menyelamatkan sebagian kecil populasi dunia, seluruh umat manusia akan hancur.Sementara itu, penulis Jackson Curtis menemukan informasi yang sama.Saat para pemimpin dunia berlomba membangun ""bahtera"" untuk menghindari bencana alam yang akan datang, Curtis berjuang menemukan cara untuk menyelamatkan keluarganya.Sementara itu, letusan gunung berapi dan gempa bumi dengan kekuatan yang belum pernah terjadi sebelumnya mendatangkan malapetaka di seluruh dunia.",20.0,46.67,33.33,0.0,0.030500429070357958,0.1200087999120009,0.042102725787671866
